log_id,product_id,change_type,quantity,unit_cost,log_date,reference_id,reference_type
15161,407,OUT,5,3220.38,2025-11-12,3923,SALE
15162,43,OUT,2,4685.31,2025-11-12,3923,SALE
15163,43,OUT,8,511.07,2025-11-12,3923,SALE
15164,137,OUT,2,4611.13,2025-11-12,3923,SALE
15165,114,OUT,10,4938.26,2025-11-12,3925,SALE
15166,109,OUT,9,1234.71,2025-11-12,3925,SALE
15167,15,OUT,1,2077.14,2025-11-12,3925,SALE
15168,330,OUT,2,4291.12,2025-11-12,3925,SALE
15169,451,OUT,5,2993.14,2025-11-12,3926,SALE
15170,373,OUT,6,1543.25,2025-11-12,3926,SALE
15171,432,OUT,9,1658.88,2025-11-12,3926,SALE
15172,491,OUT,9,2712.24,2025-11-12,3926,SALE
15173,432,OUT,8,1658.88,2025-11-12,3926,SALE
15174,280,OUT,8,4708.22,2025-11-12,3927,SALE
15175,121,OUT,6,93.38,2025-11-12,3927,SALE
15176,117,OUT,10,1052.62,2025-11-12,3928,SALE
15177,270,OUT,3,4123.0,2025-11-12,3928,SALE
15178,9,OUT,10,1490.78,2025-11-12,3928,SALE
15179,492,OUT,7,1080.23,2025-11-12,3928,SALE
15180,27,OUT,3,1404.94,2025-11-12,3929,SALE
15181,161,OUT,3,4067.84,2025-11-12,3929,SALE
15182,87,OUT,7,2549.46,2025-11-13,3931,SALE
15183,100,OUT,2,4493.15,2025-11-13,3932,SALE
15184,114,OUT,9,4938.26,2025-11-13,3933,SALE
15185,233,OUT,4,3847.02,2025-11-13,3933,SALE
15186,271,OUT,2,3730.3,2025-11-13,3935,SALE
15187,311,OUT,3,1284.87,2025-11-13,3936,SALE
15188,206,OUT,4,3878.96,2025-11-13,3936,SALE
15189,496,OUT,7,1718.51,2025-11-13,3937,SALE
15190,32,OUT,9,1678.18,2025-11-13,3937,SALE
15191,262,OUT,6,4091.74,2025-11-13,3937,SALE
15192,305,OUT,3,2832.38,2025-11-13,3939,SALE
15193,483,OUT,5,187.74,2025-11-13,3939,SALE
15194,209,OUT,10,3438.74,2025-11-13,3939,SALE
15195,43,OUT,4,511.07,2025-11-13,3939,SALE
15196,280,OUT,10,4708.22,2025-11-13,3939,SALE
15197,119,OUT,5,3050.09,2025-11-13,3940,SALE
15198,445,OUT,6,2292.4,2025-11-13,3941,SALE
15199,468,OUT,2,1517.39,2025-11-13,3941,SALE
15200,186,OUT,10,4127.09,2025-11-13,3941,SALE
15201,260,OUT,10,2190.84,2025-11-13,3941,SALE
15202,409,OUT,5,3294.27,2025-11-13,3941,SALE
15203,457,OUT,5,470.58,2025-11-14,3942,SALE
15204,318,OUT,9,1655.88,2025-11-14,3942,SALE
15205,457,OUT,4,470.58,2025-11-14,3942,SALE
15206,102,OUT,3,3021.63,2025-11-14,3942,SALE
15207,184,OUT,8,2983.86,2025-11-14,3943,SALE
15208,434,OUT,10,2387.44,2025-11-14,3945,SALE
15209,324,OUT,9,1569.95,2025-11-14,3945,SALE
15210,122,OUT,3,1181.66,2025-11-14,3945,SALE
15211,279,OUT,8,4329.51,2025-11-14,3945,SALE
15212,190,OUT,3,224.3,2025-11-14,3945,SALE
15213,52,OUT,9,4058.73,2025-11-14,3946,SALE
15214,178,OUT,3,576.97,2025-11-14,3946,SALE
15215,467,OUT,1,1170.6,2025-11-14,3946,SALE
15216,32,OUT,10,1678.18,2025-11-14,3947,SALE
15217,444,OUT,6,1315.79,2025-11-14,3947,SALE
15218,126,OUT,3,670.94,2025-11-14,3948,SALE
15219,180,OUT,9,1051.17,2025-11-14,3948,SALE
15220,221,OUT,3,4994.6,2025-11-14,3948,SALE
15221,93,OUT,1,3926.18,2025-11-14,3949,SALE
15222,118,OUT,9,4680.56,2025-11-14,3952,SALE
15223,130,OUT,2,519.0,2025-11-14,3952,SALE
15224,126,OUT,10,670.94,2025-11-14,3953,SALE
15225,248,OUT,7,626.17,2025-11-14,3953,SALE
15226,217,OUT,9,183.52,2025-11-14,3953,SALE
15227,153,OUT,7,671.38,2025-11-14,3953,SALE
15228,25,OUT,7,3384.8,2025-11-15,3954,SALE
15229,364,OUT,9,969.0,2025-11-15,3955,SALE
15230,114,OUT,4,4938.26,2025-11-15,3955,SALE
15231,161,OUT,3,4067.84,2025-11-15,3955,SALE
15232,495,OUT,5,1746.29,2025-11-15,3955,SALE
15233,311,OUT,4,1284.87,2025-11-15,3956,SALE
15234,311,OUT,5,1284.87,2025-11-15,3956,SALE
15235,311,OUT,3,1284.87,2025-11-15,3956,SALE
15236,64,OUT,3,3198.12,2025-11-15,3958,SALE
15237,321,OUT,10,1798.51,2025-11-15,3958,SALE
15238,363,OUT,1,603.94,2025-11-15,3958,SALE
15239,101,OUT,1,4516.54,2025-11-15,3959,SALE
15240,394,OUT,9,3229.14,2025-11-15,3960,SALE
15241,265,OUT,9,1394.86,2025-11-15,3960,SALE
15242,256,OUT,2,2565.39,2025-11-15,3961,SALE
15243,99,OUT,10,3777.16,2025-11-15,3961,SALE
15244,287,OUT,9,3923.15,2025-11-15,3961,SALE
15245,61,OUT,5,3144.97,2025-11-15,3961,SALE
15246,427,OUT,10,2637.83,2025-11-15,3961,SALE
15247,152,OUT,3,4834.16,2025-11-15,3962,SALE
15248,114,OUT,5,4938.26,2025-11-15,3962,SALE
15249,113,OUT,6,1787.44,2025-11-15,3962,SALE
15250,427,OUT,9,2637.83,2025-11-15,3962,SALE
15251,68,OUT,4,1563.15,2025-11-16,3963,SALE
15252,439,OUT,6,4967.46,2025-11-16,3963,SALE
15253,458,OUT,7,3544.62,2025-11-16,3964,SALE
15254,318,OUT,5,1655.88,2025-11-16,3964,SALE
15255,365,OUT,3,3307.11,2025-11-16,3964,SALE
15256,209,OUT,5,3438.74,2025-11-16,3965,SALE
15257,209,OUT,1,3438.74,2025-11-16,3965,SALE
15258,375,OUT,7,1416.37,2025-11-16,3966,SALE
15259,133,OUT,7,4763.09,2025-11-16,3967,SALE
15260,159,OUT,5,1686.76,2025-11-16,3967,SALE
15261,146,OUT,2,386.46,2025-11-16,3967,SALE
15262,88,OUT,3,3091.78,2025-11-16,3967,SALE
15263,394,OUT,9,3229.14,2025-11-16,3968,SALE
15264,394,OUT,6,3229.14,2025-11-16,3968,SALE
15265,394,OUT,1,3229.14,2025-11-16,3968,SALE
15266,394,OUT,8,3229.14,2025-11-16,3968,SALE
15267,403,OUT,1,4457.87,2025-11-16,3968,SALE
15268,205,OUT,3,64.92,2025-11-16,3970,SALE
15269,245,OUT,6,468.44,2025-11-16,3971,SALE
15270,483,OUT,1,187.74,2025-11-16,3971,SALE
15271,124,OUT,4,2321.73,2025-11-17,3972,SALE
15272,247,OUT,2,4264.57,2025-11-17,3973,SALE
15273,303,OUT,6,138.21,2025-11-17,3974,SALE
15274,428,OUT,7,2292.64,2025-11-17,3974,SALE
15275,296,OUT,4,4022.1,2025-11-17,3974,SALE
15276,272,OUT,2,4490.46,2025-11-17,3974,SALE
15277,348,OUT,7,255.83,2025-11-17,3975,SALE
15278,483,OUT,9,187.74,2025-11-17,3975,SALE
15279,36,OUT,6,3403.94,2025-11-17,3976,SALE
15280,474,OUT,3,2355.6,2025-11-17,3976,SALE
15281,92,OUT,9,3362.66,2025-11-17,3976,SALE
15282,92,OUT,1,3362.66,2025-11-17,3976,SALE
15283,92,OUT,7,3362.66,2025-11-17,3976,SALE
15284,419,OUT,9,1456.58,2025-11-17,3977,SALE
15285,355,OUT,5,922.54,2025-11-17,3977,SALE
15286,355,OUT,5,3921.74,2025-11-17,3977,SALE
15287,491,OUT,9,2712.24,2025-11-18,3978,SALE
15288,235,OUT,8,714.74,2025-11-18,3979,SALE
15289,267,OUT,10,4279.21,2025-11-18,3980,SALE
15290,267,OUT,2,4279.21,2025-11-18,3980,SALE
15291,34,OUT,9,2144.25,2025-11-18,3980,SALE
15292,267,OUT,3,4279.21,2025-11-18,3980,SALE
15293,1,OUT,4,2824.28,2025-11-18,3980,SALE
15294,297,OUT,7,4496.08,2025-11-18,3981,SALE
15295,297,OUT,9,4496.08,2025-11-18,3981,SALE
15296,297,OUT,3,4496.08,2025-11-18,3981,SALE
15297,297,OUT,10,4496.08,2025-11-18,3981,SALE
15298,360,OUT,5,607.0,2025-11-18,3982,SALE
15299,284,OUT,1,1879.97,2025-11-18,3983,SALE
15300,284,OUT,4,1879.97,2025-11-18,3983,SALE
15301,280,OUT,4,4708.22,2025-11-18,3983,SALE
15302,469,OUT,3,2674.65,2025-11-18,3983,SALE
15303,244,OUT,9,3351.58,2025-11-18,3984,SALE
15304,59,OUT,2,4158.12,2025-11-18,3985,SALE
15305,66,OUT,10,974.78,2025-11-18,3985,SALE
15306,76,OUT,1,4329.11,2025-11-18,3985,SALE
15307,353,OUT,2,1957.42,2025-11-18,3985,SALE
15308,70,OUT,6,2497.8,2025-11-18,3987,SALE
15309,55,OUT,2,3286.38,2025-11-18,3987,SALE
15310,152,OUT,7,4834.16,2025-11-18,3988,SALE
15311,378,OUT,4,4088.88,2025-11-18,3988,SALE
15312,347,OUT,8,3569.22,2025-11-18,3988,SALE
15313,347,OUT,2,3279.85,2025-11-18,3988,SALE
15314,161,OUT,5,4067.84,2025-11-18,3989,SALE
15315,100,OUT,8,4493.15,2025-11-18,3989,SALE
15316,281,OUT,6,3615.3,2025-11-18,3990,SALE
15317,141,OUT,10,2056.45,2025-11-18,3990,SALE
15318,11,OUT,10,2172.13,2025-11-18,3990,SALE
15319,353,OUT,8,1957.42,2025-11-18,3990,SALE
15320,2,OUT,6,4177.88,2025-11-19,3992,SALE
15321,121,OUT,8,93.38,2025-11-19,3992,SALE
15322,316,OUT,2,2197.01,2025-11-19,3992,SALE
15323,453,OUT,6,3090.92,2025-11-19,3993,SALE
15324,313,OUT,2,4189.85,2025-11-19,3993,SALE
15325,84,OUT,6,3904.99,2025-11-19,3994,SALE
15326,188,OUT,10,643.72,2025-11-19,3994,SALE
15327,77,OUT,2,1855.09,2025-11-19,3994,SALE
15328,254,OUT,2,3573.28,2025-11-19,3994,SALE
15329,351,OUT,5,4705.38,2025-11-19,3995,SALE
15330,351,OUT,10,4705.38,2025-11-19,3995,SALE
15331,351,OUT,8,4705.38,2025-11-19,3995,SALE
15332,351,OUT,9,4705.38,2025-11-19,3995,SALE
15333,424,OUT,3,3596.93,2025-11-19,3996,SALE
15334,154,OUT,1,861.99,2025-11-19,3997,SALE
15335,418,OUT,5,3549.89,2025-11-19,3997,SALE
15336,148,OUT,1,853.64,2025-11-19,3998,SALE
15337,148,OUT,10,853.64,2025-11-19,3998,SALE
15338,420,OUT,7,3973.39,2025-11-19,3998,SALE
15339,383,OUT,8,4329.6,2025-11-19,3999,SALE
15340,276,OUT,3,1901.04,2025-11-19,3999,SALE
15341,72,OUT,1,2171.35,2025-11-19,4000,SALE
15342,459,OUT,9,1776.43,2025-11-19,4000,SALE
15343,480,OUT,1,1567.68,2025-11-19,4000,SALE
15344,247,OUT,10,4264.57,2025-11-19,4001,SALE
15345,492,OUT,4,1080.23,2025-11-19,4001,SALE
15346,172,OUT,8,1612.47,2025-11-19,4004,SALE
15347,345,OUT,6,3252.19,2025-11-19,4004,SALE
15348,356,OUT,6,3557.9,2025-11-19,4004,SALE
15349,172,OUT,9,1612.47,2025-11-19,4004,SALE
15350,65,OUT,6,1755.69,2025-11-19,4005,SALE
15351,475,OUT,5,1528.79,2025-11-19,4005,SALE
15352,470,OUT,6,4650.64,2025-11-19,4005,SALE
15353,475,OUT,9,1528.79,2025-11-19,4005,SALE
15354,171,OUT,1,1940.44,2025-11-20,4006,SALE
15355,72,OUT,9,2171.35,2025-11-20,4007,SALE
15356,72,OUT,4,2171.35,2025-11-20,4007,SALE
15357,115,OUT,4,2098.81,2025-11-20,4008,SALE
15358,115,OUT,2,1221.01,2025-11-20,4008,SALE
15359,304,OUT,1,392.13,2025-11-20,4010,SALE
15360,304,OUT,9,3615.47,2025-11-20,4010,SALE
15361,496,OUT,4,1718.51,2025-11-20,4010,SALE
15362,464,OUT,1,4264.61,2025-11-20,4010,SALE
15363,357,OUT,1,4165.84,2025-11-20,4010,SALE
15364,481,OUT,4,1150.54,2025-11-20,4011,SALE
15365,174,OUT,10,4349.09,2025-11-20,4011,SALE
15366,332,OUT,4,3677.21,2025-11-20,4013,SALE
15367,291,OUT,6,4416.26,2025-11-20,4014,SALE
15368,291,OUT,5,4416.26,2025-11-20,4014,SALE
15369,62,OUT,6,1081.9,2025-11-20,4014,SALE
15370,460,OUT,9,169.5,2025-11-20,4014,SALE
15371,496,OUT,10,1718.51,2025-11-20,4015,SALE
15372,496,OUT,1,1718.51,2025-11-20,4015,SALE
15373,496,OUT,4,3082.55,2025-11-20,4015,SALE
15374,150,OUT,5,4027.09,2025-11-20,4016,SALE
15375,81,OUT,8,4929.53,2025-11-20,4017,SALE
15376,474,OUT,1,2355.6,2025-11-20,4017,SALE
15377,138,OUT,6,303.41,2025-11-20,4017,SALE
15378,389,OUT,7,1116.58,2025-11-20,4017,SALE
15379,396,OUT,10,1791.46,2025-11-20,4017,SALE
15380,399,OUT,2,733.54,2025-11-20,4018,SALE
15381,7,OUT,6,990.25,2025-11-20,4018,SALE
15382,127,OUT,3,2511.62,2025-11-20,4018,SALE
15383,248,OUT,6,626.17,2025-11-20,4018,SALE
15384,238,OUT,4,1714.47,2025-11-20,4019,SALE
15385,486,OUT,6,2508.0,2025-11-20,4019,SALE
15386,209,OUT,4,3438.74,2025-11-20,4019,SALE
15387,273,OUT,6,3065.75,2025-11-21,4020,SALE
15388,78,OUT,5,2966.45,2025-11-21,4020,SALE
15389,347,OUT,9,3279.85,2025-11-21,4020,SALE
15390,420,OUT,4,3973.39,2025-11-21,4020,SALE
15391,199,OUT,1,3531.55,2025-11-21,4022,SALE
15392,190,OUT,5,224.3,2025-11-21,4024,SALE
15393,398,OUT,6,2863.3,2025-11-21,4026,SALE
15394,259,OUT,8,555.27,2025-11-21,4026,SALE
15395,127,OUT,8,2511.62,2025-11-21,4026,SALE
15396,118,OUT,3,4680.56,2025-11-21,4027,SALE
15397,55,OUT,5,3286.38,2025-11-21,4027,SALE
15398,332,OUT,6,3677.21,2025-11-21,4027,SALE
15399,282,OUT,4,3094.65,2025-11-21,4029,SALE
15400,282,OUT,4,3094.65,2025-11-21,4029,SALE
15401,58,OUT,6,2045.73,2025-11-21,4031,SALE
15402,120,OUT,5,3767.8,2025-11-21,4031,SALE
15403,152,OUT,7,4834.16,2025-11-21,4032,SALE
15404,87,OUT,5,2549.46,2025-11-21,4032,SALE
15405,176,OUT,9,1953.51,2025-11-21,4032,SALE
15406,419,OUT,6,1456.58,2025-11-21,4033,SALE
15407,55,OUT,4,3286.38,2025-11-21,4033,SALE
15408,175,OUT,9,2127.56,2025-11-21,4033,SALE
15409,291,OUT,9,4416.26,2025-11-21,4033,SALE
15410,124,OUT,9,2321.73,2025-11-21,4033,SALE
15411,227,OUT,5,3600.83,2025-11-21,4034,SALE
15412,39,OUT,5,4285.32,2025-11-21,4034,SALE
15413,90,OUT,2,741.61,2025-11-22,4035,SALE
15414,90,OUT,7,741.61,2025-11-22,4035,SALE
15415,299,OUT,1,267.41,2025-11-22,4035,SALE
15416,91,OUT,10,1198.88,2025-11-22,4036,SALE
15417,50,OUT,7,4692.32,2025-11-22,4036,SALE
15418,487,OUT,8,2615.17,2025-11-22,4036,SALE
15419,483,OUT,4,187.74,2025-11-22,4036,SALE
15420,291,OUT,8,4416.26,2025-11-22,4036,SALE
15421,197,OUT,10,3037.42,2025-11-22,4037,SALE
15422,115,OUT,4,1221.01,2025-11-22,4037,SALE
15423,115,OUT,2,661.5,2025-11-22,4037,SALE
15424,115,OUT,9,661.5,2025-11-22,4037,SALE
15425,115,OUT,3,661.5,2025-11-22,4037,SALE
15426,197,OUT,10,3037.42,2025-11-22,4037,SALE
15427,113,OUT,5,1787.44,2025-11-22,4040,SALE
15428,257,OUT,2,2768.79,2025-11-22,4040,SALE
15429,257,OUT,7,3936.5,2025-11-22,4040,SALE
15430,398,OUT,6,2863.3,2025-11-22,4040,SALE
15431,97,OUT,5,102.81,2025-11-22,4040,SALE
15432,472,OUT,8,237.69,2025-11-22,4040,SALE
15433,389,OUT,8,1116.58,2025-11-22,4041,SALE
15434,39,OUT,2,4285.32,2025-11-22,4042,SALE
15435,171,OUT,5,1940.44,2025-11-22,4043,SALE
15436,290,OUT,5,3091.09,2025-11-22,4043,SALE
15437,254,OUT,6,3573.28,2025-11-22,4043,SALE
15438,115,OUT,6,661.5,2025-11-22,4043,SALE
15439,457,OUT,3,470.58,2025-11-22,4043,SALE
15440,274,OUT,8,2592.6,2025-11-22,4044,SALE
15441,83,OUT,1,4573.34,2025-11-22,4044,SALE
15442,83,OUT,4,3577.75,2025-11-22,4044,SALE
15443,492,OUT,5,1080.23,2025-11-22,4045,SALE
15444,122,OUT,9,1181.66,2025-11-22,4046,SALE
15445,418,OUT,1,3549.89,2025-11-22,4046,SALE
15446,471,OUT,9,4116.68,2025-11-22,4046,SALE
15447,471,OUT,1,1323.02,2025-11-22,4046,SALE
15448,269,OUT,4,3712.15,2025-11-22,4046,SALE
15449,361,OUT,7,3029.57,2025-11-22,4047,SALE
15450,377,OUT,10,2822.75,2025-11-22,4047,SALE
15451,141,OUT,2,2056.45,2025-11-22,4047,SALE
15452,276,OUT,8,1901.04,2025-11-22,4049,SALE
15453,189,OUT,4,1743.25,2025-11-22,4050,SALE
15454,46,OUT,5,2366.35,2025-11-22,4050,SALE
15455,45,OUT,2,1958.53,2025-11-22,4050,SALE
15456,281,OUT,8,3615.3,2025-11-22,4050,SALE
15457,187,OUT,10,471.07,2025-11-23,4051,SALE
15458,87,OUT,9,2549.46,2025-11-23,4052,SALE
15459,433,OUT,3,430.42,2025-11-23,4052,SALE
15460,46,OUT,6,2366.35,2025-11-23,4052,SALE
15461,259,OUT,5,555.27,2025-11-23,4052,SALE
15462,437,OUT,1,123.14,2025-11-23,4052,SALE
15463,147,OUT,5,2630.14,2025-11-23,4053,SALE
15464,147,OUT,2,4245.54,2025-11-23,4053,SALE
15465,328,OUT,6,819.74,2025-11-23,4054,SALE
15466,247,OUT,3,4264.57,2025-11-23,4054,SALE
15467,407,OUT,8,3220.38,2025-11-23,4055,SALE
15468,485,OUT,7,2123.51,2025-11-23,4056,SALE
15469,483,OUT,10,187.74,2025-11-23,4056,SALE
15470,385,OUT,2,2901.34,2025-11-23,4056,SALE
15471,385,OUT,3,2901.34,2025-11-23,4056,SALE
15472,430,OUT,5,649.1,2025-11-23,4056,SALE
15473,69,OUT,1,3553.99,2025-11-23,4058,SALE
15474,369,OUT,6,4778.44,2025-11-23,4058,SALE
15475,485,OUT,1,2123.51,2025-11-23,4058,SALE
15476,389,OUT,6,1116.58,2025-11-23,4059,SALE
15477,132,OUT,4,1638.16,2025-11-23,4059,SALE
15478,61,OUT,8,3144.97,2025-11-23,4060,SALE
15479,160,OUT,6,2599.48,2025-11-23,4060,SALE
15480,348,OUT,5,255.83,2025-11-23,4060,SALE
15481,85,OUT,5,1627.39,2025-11-23,4060,SALE
15482,18,OUT,9,117.84,2025-11-23,4061,SALE
15483,3,OUT,5,286.91,2025-11-23,4061,SALE
15484,95,OUT,2,2611.69,2025-11-23,4061,SALE
15485,252,OUT,7,3432.79,2025-11-23,4061,SALE
15486,95,OUT,1,2611.69,2025-11-23,4061,SALE
15487,26,OUT,6,1646.37,2025-11-23,4063,SALE
15488,457,OUT,3,470.58,2025-11-23,4063,SALE
15489,64,OUT,5,3198.12,2025-11-23,4063,SALE
15490,406,OUT,3,2144.32,2025-11-23,4064,SALE
15491,222,OUT,3,4621.75,2025-11-23,4064,SALE
15492,332,OUT,2,3677.21,2025-11-23,4064,SALE
15493,414,OUT,3,2196.09,2025-11-23,4064,SALE
15494,475,OUT,2,1528.79,2025-11-23,4065,SALE
15495,439,OUT,10,4967.46,2025-11-23,4065,SALE
15496,24,OUT,5,4710.02,2025-11-23,4065,SALE
15497,420,OUT,1,3973.39,2025-11-23,4066,SALE
15498,418,OUT,3,3549.89,2025-11-23,4066,SALE
15499,234,OUT,4,1723.84,2025-11-23,4066,SALE
15500,1,OUT,8,2824.28,2025-11-23,4066,SALE
15501,64,OUT,5,3198.12,2025-11-23,4066,SALE
15502,206,OUT,10,3878.96,2025-11-23,4068,SALE
15503,278,OUT,3,2121.76,2025-11-23,4068,SALE
15504,474,OUT,6,2355.6,2025-11-23,4069,SALE
15505,253,OUT,5,1015.37,2025-11-23,4069,SALE
15506,464,OUT,1,4264.61,2025-11-23,4069,SALE
15507,384,OUT,10,2807.2,2025-11-23,4071,SALE
15508,19,OUT,5,2794.27,2025-11-23,4071,SALE
15509,75,OUT,2,1579.14,2025-11-23,4073,SALE
15510,151,OUT,1,661.63,2025-11-23,4073,SALE
15511,100,OUT,10,4493.15,2025-11-23,4074,SALE
15512,207,OUT,7,2599.55,2025-11-23,4074,SALE
15513,202,OUT,3,4817.15,2025-11-23,4075,SALE
15514,402,OUT,10,203.96,2025-11-23,4075,SALE
15515,213,OUT,3,4593.92,2025-11-23,4075,SALE
15516,45,OUT,7,1958.53,2025-11-23,4075,SALE
15517,382,OUT,1,4926.94,2025-11-23,4076,SALE
15518,366,OUT,3,3925.49,2025-11-23,4076,SALE
15519,169,OUT,6,1613.9,2025-11-23,4076,SALE
15520,169,OUT,1,1613.9,2025-11-23,4076,SALE
15521,395,OUT,6,2185.97,2025-11-24,4077,SALE
15522,203,OUT,8,410.99,2025-11-24,4077,SALE
15523,41,OUT,2,1228.17,2025-11-24,4078,SALE
15524,174,OUT,5,4349.09,2025-11-24,4079,SALE
15525,390,OUT,8,348.75,2025-11-24,4079,SALE
15526,279,OUT,6,4329.51,2025-11-24,4079,SALE
15527,219,OUT,8,3415.69,2025-11-24,4079,SALE
15528,71,OUT,8,605.31,2025-11-24,4079,SALE
15529,25,OUT,10,3384.8,2025-11-24,4081,SALE
15530,40,OUT,2,478.64,2025-11-24,4081,SALE
15531,364,OUT,3,969.0,2025-11-24,4081,SALE
15532,92,OUT,7,3362.66,2025-11-24,4081,SALE
15533,49,OUT,1,507.31,2025-11-24,4081,SALE
15534,145,OUT,8,2520.02,2025-11-24,4082,SALE
15535,265,OUT,5,1394.86,2025-11-24,4082,SALE
15536,365,OUT,3,3307.11,2025-11-24,4083,SALE
15537,345,OUT,2,3252.19,2025-11-24,4083,SALE
15538,70,OUT,3,2497.8,2025-11-24,4083,SALE
15539,193,OUT,4,4778.97,2025-11-24,4084,SALE
15540,188,OUT,2,643.72,2025-11-24,4084,SALE
15541,367,OUT,5,2949.48,2025-11-24,4085,SALE
15542,396,OUT,5,1791.46,2025-11-24,4086,SALE
15543,232,OUT,2,3783.56,2025-11-24,4087,SALE
15544,297,OUT,3,4496.08,2025-11-24,4087,SALE
15545,262,OUT,7,4091.74,2025-11-24,4087,SALE
15546,300,OUT,4,918.46,2025-11-24,4088,SALE
15547,355,OUT,1,3921.74,2025-11-24,4089,SALE
15548,135,OUT,7,3132.06,2025-11-24,4089,SALE
15549,443,OUT,4,2774.47,2025-11-24,4089,SALE
15550,248,OUT,7,626.17,2025-11-24,4091,SALE
15551,98,OUT,7,2672.89,2025-11-24,4091,SALE
15552,98,OUT,10,2672.89,2025-11-24,4091,SALE
15553,213,OUT,6,4593.92,2025-11-25,4092,SALE
15554,128,OUT,9,2223.62,2025-11-25,4092,SALE
15555,245,OUT,6,468.44,2025-11-25,4092,SALE
15556,194,OUT,2,2164.43,2025-11-25,4093,SALE
15557,421,OUT,1,241.83,2025-11-25,4094,SALE
15558,292,OUT,5,3092.73,2025-11-25,4094,SALE
15559,288,OUT,9,4034.45,2025-11-25,4094,SALE
15560,421,OUT,2,241.83,2025-11-25,4094,SALE
15561,381,OUT,8,2903.73,2025-11-25,4094,SALE
15562,365,OUT,8,3307.11,2025-11-25,4095,SALE
15563,58,OUT,1,2045.73,2025-11-25,4095,SALE
15564,438,OUT,5,2371.54,2025-11-25,4095,SALE
15565,283,OUT,6,1363.19,2025-11-25,4095,SALE
15566,32,OUT,10,1678.18,2025-11-25,4095,SALE
15567,413,OUT,5,2160.68,2025-11-25,4096,SALE
15568,33,OUT,10,607.12,2025-11-25,4096,SALE
15569,33,OUT,7,607.12,2025-11-25,4096,SALE
15570,228,OUT,8,2895.03,2025-11-25,4097,SALE
15571,23,OUT,2,1676.74,2025-11-25,4097,SALE
15572,23,OUT,7,1676.74,2025-11-25,4097,SALE
15573,23,OUT,10,1676.74,2025-11-25,4097,SALE
15574,435,OUT,9,1073.82,2025-11-25,4097,SALE
15575,492,OUT,6,1080.23,2025-11-25,4098,SALE
15576,189,OUT,5,1743.25,2025-11-25,4098,SALE
15577,1,OUT,6,2824.28,2025-11-25,4099,SALE
15578,1,OUT,9,2824.28,2025-11-25,4099,SALE
15579,82,OUT,8,2255.78,2025-11-25,4099,SALE
15580,359,OUT,4,3759.8,2025-11-25,4099,SALE
15581,191,OUT,5,4432.01,2025-11-26,4100,SALE
15582,178,OUT,9,576.97,2025-11-26,4100,SALE
15583,311,OUT,3,1284.87,2025-11-26,4100,SALE
15584,349,OUT,10,2056.95,2025-11-26,4100,SALE
15585,191,OUT,6,4432.01,2025-11-26,4100,SALE
15586,63,OUT,4,1955.72,2025-11-26,4101,SALE
15587,63,OUT,2,1955.72,2025-11-26,4101,SALE
15588,63,OUT,4,896.24,2025-11-26,4101,SALE
15589,326,OUT,5,112.39,2025-11-26,4103,SALE
15590,363,OUT,8,603.94,2025-11-26,4103,SALE
15591,363,OUT,2,603.94,2025-11-26,4103,SALE
15592,374,OUT,6,494.58,2025-11-26,4103,SALE
15593,353,OUT,7,1957.42,2025-11-26,4103,SALE
15594,436,OUT,5,3401.76,2025-11-26,4108,SALE
15595,169,OUT,7,1613.9,2025-11-26,4108,SALE
15596,110,OUT,6,2483.67,2025-11-26,4108,SALE
15597,428,OUT,1,2292.64,2025-11-26,4108,SALE
15598,287,OUT,3,3923.15,2025-11-26,4108,SALE
15599,243,OUT,8,4370.2,2025-11-26,4110,SALE
15600,333,OUT,7,3263.11,2025-11-27,4111,SALE
15601,320,OUT,4,2808.61,2025-11-27,4111,SALE
15602,246,OUT,9,2188.2,2025-11-27,4111,SALE
15603,153,OUT,8,671.38,2025-11-27,4111,SALE
15604,21,OUT,7,1301.59,2025-11-27,4112,SALE
15605,254,OUT,9,3573.28,2025-11-27,4112,SALE
15606,254,OUT,5,3573.28,2025-11-27,4112,SALE
15607,374,OUT,4,494.58,2025-11-27,4113,SALE
15608,190,OUT,1,224.3,2025-11-27,4114,SALE
15609,376,OUT,1,3775.96,2025-11-27,4114,SALE
15610,331,OUT,8,4239.59,2025-11-27,4114,SALE
15611,48,OUT,7,1020.68,2025-11-27,4115,SALE
15612,142,OUT,9,1560.22,2025-11-27,4115,SALE
15613,479,OUT,10,4376.41,2025-11-27,4117,SALE
15614,381,OUT,5,2903.73,2025-11-27,4117,SALE
15615,458,OUT,3,3544.62,2025-11-27,4117,SALE
15616,427,OUT,2,2637.83,2025-11-27,4117,SALE
15617,12,OUT,2,2518.78,2025-11-27,4117,SALE
15618,440,OUT,9,4434.7,2025-11-27,4118,SALE
15619,164,OUT,6,212.1,2025-11-27,4118,SALE
15620,350,OUT,3,3203.82,2025-11-28,4121,SALE
15621,17,OUT,2,1070.09,2025-11-28,4121,SALE
15622,334,OUT,7,295.38,2025-11-28,4121,SALE
15623,228,OUT,4,2895.03,2025-11-28,4121,SALE
15624,247,OUT,7,4264.57,2025-11-28,4121,SALE
15625,192,OUT,7,2446.6,2025-11-28,4122,SALE
15626,90,OUT,7,741.61,2025-11-28,4122,SALE
15627,364,OUT,8,969.0,2025-11-28,4122,SALE
15628,465,OUT,6,4898.76,2025-11-28,4122,SALE
